no,nama_barang,kategori,kode_barang
12312,Bangunan Jembatan (Bangunan Pelengkap Pasang Surut),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.06.001
12313,Bangunan Jembatan Penghalang (Bangunan Pelengkap Pasang Surut),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.06.002
12314,Bangunan Penutup Penangkis Kotoran,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.06.003
12315,Bangunan Pengukur Muka Air (Bangunan Pelengkap Pasang Surut),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.06.004
12316,Bangunan Pengukur Curah Hujan (Bangunan Pelengkap Pasang Surut),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.06.005
12317,Bangunan Pelengkap Pasang Surut Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.06.006
12318,BANGUNAN SAWAH PASANG SURUT,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.07.000
12319,Bangunan Sawah Pasang Surut Teknis,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.07.001
12320,Bangunan Sawah Pasang Surut Semi Teknis,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.07.002
12321,Bangunan Sawah Pasang Surut Non Teknis,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.07.003
12322,Bangunan Sawah Pasang Surut Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.07.004
12323,BANGUNAN PENGAIRAN PASANG SURUT LAINNYA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.08.000
12324,Bangunan pengairan pasang surut lainnya,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.02.08.001
12325,BANGUNAN PENGEMBANGAN RAWA DAN POLDER,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.00.000
12326,BANGUNAN WADUK PENGEMBANGAN RAWA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.01.000
12327,Bangunan Waduk,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.01.001
12328,Bangunan Waduk Pengembangan Rawa Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.01.002
12329,BANGUNAN PENGAMBILAN PENGEMBANGAN RAWA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.02.000
12330,Waduk Pengambilan Rawa,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.02.001
12331,Bangunan Pengambilan Pengembangan Rawa Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.02.002
12332,BANGUNAN PEMBAWA PENGEMBANGAN RAWA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.03.000
12333,Saluran Muka (Bangunan Pembawa Pengembangan Rawa),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.03.001
12334,Saluran Induk (Bangunan Pembawa Pengembangan Rawa),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.03.002
12335,Saluran Sekunder (Bangunan Pembawa Pengembangan Rawa),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.03.003
12336,Saluran Tersier (Bangunan Pembawa Pengembangan Rawa),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.03.004
12337,Bangunan Pembawa Pasang Rawa Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.03.005
12338,BANGUNAN PEMBUANG PENGEMBANGAN RAWA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.04.000
12339,Saluran Induk Pembuang (Bangunan Pembuang Pengembangan Rawa),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.04.001
12340,Saluran Sekunder Pembuang (Bangunan Pembuang Pengembangan Rawa),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.04.002
12341,Saluran Tersier Pembuang (Bangunan Pembuang Pengembangan Rawa),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.04.003
12342,Bangunan Pembuang Pasang Rawa Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.04.004
12343,BANGUNAN PENGAMAN PENGEMBANGAN RAWA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.05.000
12344,Tanggul Keliling,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.05.001
12345,Bangunan Pintu Air/Klep (Bangunan Pengaman Pengembangan Rawa),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.05.002
12346,Bangunan Pengaman Pengembangan Rawa Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.05.003
12347,BANGUNAN PELENGKAP PENGEMBANGAN RAWA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.06.000
12348,Bangunan Bagi Dan Sadap (Bangunan Pelengkap Pengembangan Rawa),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.06.001
12349,Bangunan Sadap (Bangunan Pelengkap Pengembangan Rawa),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.06.002
12350,Bangunan Terjun (Bangunan Pelengkap Pengembangan Rawa),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.06.003
12351,Bangunan Syphon (Bangunan Pelengkap Pengembangan Rawa),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.06.004
12352,Bangunan Gorong-Gorong (Bangunan Pelengkap Pengembangan Rawa),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.06.005
12353,Bangunan Jembatan (Bangunan Pelengkap Pengembangan Rawa),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.06.006
12354,Bangunan Jembatan Penghalang (Bangunan Pelengkap Pengembangan Rawa),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.06.007
12355,Bangunan Pengukur Muka Air (Bangunan Pelengkap Pengembangan Rawa),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.06.008
12356,Bangunan Pengukur Curah Hujan (Bangunan Pelengkap Pengembangan Rawa),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.06.009
12357,Bangunan Penutup Sungai,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.06.010
12358,Bangunan Stasiun Pompa Pemasukan/Pembuang,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.06.011
12359,Bangunan Pelengkap Pasang/Rawa Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.06.012
12360,BANGUNAN SAWAH PENGEMBANGAN RAWA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.07.000
12361,Bangunan Sawah Rawa Teknis,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.07.001
12362,Bangunan Sawah Rawa Semi Teknis,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.07.002
12363,Bangunan Sawah Rawa Non Teknis,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.07.003
12364,Bangunan Sawah Pengembang Rawa Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.07.004
12365,BANGUNAN PENGEMBANGAN RAWA DAN POLDER LAINNYA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.08.000
12366,Bangunan pengembangan rawa dan polder lainnya,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.03.08.001
12367,BANGUNAN PENGAMAN SUNGAI/PANTAI & PENANGGULANGAN BENCANA ALAM,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.00.000
12368,BANGUNAN PENGAMAN SUNGAI/PANTAI & PENANGGULANGAN BENCANA ALAM,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.01.000
12369,Banguna Wasuk Pengaman Sungai/Pantai,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.01.001
12370,"Waduk Dengan Tanggul, Dan Pintu Pembuang (Bangunan Pengaman Sungai/Pantai & Penanggulangan Bencana A","JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.01.002
12371,Bangunan Pengaman Sungai/Pantai & Penanggulangan Bencana Alam Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.01.003
12372,BANGUNAN PENGAMBILAN PENGAMAN SUNGAI/PANTAI,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.02.000
12373,Bangunan Pengambilan Pengamanan Sungai,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.02.001
12374,Bangunan Pengambilan Pengamanan Pantai,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.02.002
12375,Bangunan Pengambilan Pengaman Sungai/Pantai Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.02.003
12376,BANGUNAN PEMBAWA PENGAMAN SUNGAI/PANTAI,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.03.000
12377,Bangunan Pembawa Pengaman Sungai,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.03.001
12378,Bangunan Pembawa Pengaman Pantai,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.03.002
12379,Bangunan Pembawa Pengaman Sungai/Pantai Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.03.003
12380,BANGUNAN PEMBUANG PENGAMAN SUNGAI,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.04.000
12381,Saluran Banjir,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.04.001
12382,Saluran Drainage,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.04.002
12383,Bangunan Pembuang Pengaman Sungai Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.04.003
12384,BANGUNAN PENGAMAN PENGAMANAN SUNGAI/PANTAI,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.05.000
12385,Tanggul Banjir (Bangunan Pengaman Pengamanan Sungai/pantai),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.05.001
12386,Pintu Pengatur Banjir,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.05.002
12387,Coupure/Sodetan,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.05.003
12388,Kantong Pasir/Lahar/Lumpur,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.05.004
12389,Chekdam/Penahan Sedimen,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.05.005
12390,Krib Pengaman Sungai/Pantai,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.05.006
12391,Bangunan Penguat Tebing/Pantai,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.05.007
12392,Bangunan Pelimpah Banjir,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.05.008
12393,Dam Konsolidasi,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.05.009
12394,Peralatan Saringan Sampah ( Pond Screen ),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.05.010
12395,Klep Pengatur Banjir,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.05.011
12396,Bangunan Pemecah Gelombang,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.05.012
12397,Bangunan Pelantaran Pantai,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.05.013
12398,Bangunan Pengaman Pengamanan Sungai/Pantai Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.05.014
12399,BANGUNAN PELENGKAP PENGAMAN SUNGAI,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.06.000
12400,Bangunan Syphon (Bangunan Pelengkap Pengaman Sungai),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.06.001
12401,Bangunan Gorong-Gorong (Bangunan Pelengkap Pengaman Sungai),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.06.002
12402,Bangunan Jembatan (Bangunan Pelengkap Pengaman Sungai),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.06.003
12403,Bangunan Pengukur Muka Air (Bangunan Pelengkap Pengaman Sungai),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.06.004
12404,Bangunan Pengukur Curah Hujan (Bangunan Pelengkap Pengaman Sungai),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.06.005
12405,Stasiun Pos Penjaga/Pengamat,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.06.006
12406,Bangunan Dermaga,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.06.007
12407,Bangunan Stasiun Pompa Pembuang,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.06.008
12408,Warning System,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.06.009
12409,Bangunan Pengaman Sungai Lainnya,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.06.010
12410,BANGUNAN PENGAMAN SUNGAI/PANTAI & PENANGGULANGAN BENCANA ALAM LAINNYA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.07.000
12411,Bangunan pengaman sungai/pantai & penanggulangan bencana alam lainnya,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.04.07.001
12412,BANGUNAN PENGEMBANGAN SUMBER AIR DAN AIR TANAH,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.00.000
12413,BANGUNAN WADUK PENGEMBANGAN SUMBER AIR,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.01.000
12414,Embung/Waduk Lapangan,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.01.001
12415,Bangunan Waduk Lapangan Pembuang Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.01.002
12416,BANGUNAN PENGAMBILAN PENGEMBANGAN SUMBER AIR,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.02.000
12417,Sumur Dengan Pompa (Bangunan Pengambilan Pengembangan Sumber Air),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.02.001
12418,Sumur Artetis,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.02.002
12419,Bangunan Pengambilan Pengemb. Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.02.003
12420,BANGUNAN PEMBAWA PENGEMBANGAN SUMBER AIR,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.03.000
12421,Saluran Tersier (Bangunan Pembawa Pengembangan Sumber Air),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.03.001
12422,Saluran Kuartier,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.03.002
12423,Bangunan Pembawa Pengembangan Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.03.003
12424,BANGUNAN PEMBUANG PENGEMBANGAN SUMBER AIR,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.04.000
12425,Saluran Pembuang,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.04.001
12426,Bangunan Pembuang Pengembangan Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.04.002
12427,BANGUNAN PENGAMAN PENGEMBANGAN SUMBER AIR,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.05.000
12428,Bak Penampung/Kolam/ Menara Penampungan,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.05.001
12429,Bangunan Klimatologi,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.05.002
12430,Bangunan Hidrometri,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.05.003
12431,Sumur Pengamatan,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.05.004
12432,Bangunan Pengaman Pengembangan Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.05.005
12433,BANGUNAN PELENGKAP PENGEMBANGAN SUMBER AIR,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.06.000
12434,Bangunan Terjun (Bangunan Pelengkap Pengembangan Sumber Air),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.06.001
12435,Bangunan Talang (Bangunan Pelengkap Pengembangan Sumber Air),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.06.002
12436,Bangunan Syphon (Bangunan Pelengkap Pengembangan Sumber Air),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.06.003
12437,Bangunan Gorong-Gorong (Bangnnan Pelengkap Pengembangan Sumber Air),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.06.004
12438,Bangunan Box Tersier (Bangunan Pelengkap Pengembangan Sumber Air),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.06.005
12439,Bangunan Jembatan (Bangunan Pelengkap Pengembangan Sumber Air),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.06.006
12440,Bangunan Pelengkap Pengembangan Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.06.007
12441,BANGUNAN SAWAH IRIGASI AIR TANAH,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.07.000
12442,Bangunan sawah irigasi air tanah,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.07.001
12443,Bangunan Sawah Irigasi Air Tanah Semi Teknis,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.07.002
12444,Bangunan Sawah Irigasi Air Tanah Non Teknis,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.07.003
12445,Bangunan Sawah Irigasi Air Tanah Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.07.004
12446,BANGUNAN PENGEMBANGAN SUMBER AIR DAN AIR TANAH LAINNYA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.08.000
12447,Bangunan pengembangan sumber air dan air tanah lainnya,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.05.08.001
12448,BANGUNAN AIR BERSIH/AIR BAKU,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.00.000
12449,BANGUNAN WADUK AIR BERSIH/AIR BAKU,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.01.000
12450,Waduk Penyimpanan Air Baku,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.01.001
12451,Waduk Penyimpanan Air Hujan,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.01.002
12452,Bak Penyimpanan/Tower Air Baku,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.01.003
12453,Bangunan Waduk Air Bersih/Air Baku Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.01.004
12454,BANGUNAN PENGAMBILAN AIR BERSIH/AIR BAKU,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.02.000
12455,Bangunan Pengambilan Dari Waduk,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.02.001
12456,Bangunan Pengambilan Dari Sungai,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.02.002
12457,Bangunan Pengambilan Dari Danau,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.02.003
12458,Bangunan Pengambilan Dari Rawa,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.02.004
12459,Bangunan Pengambilan Dari Air Laut,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.02.005
12460,Bangunan Pengambilan Dari Sumber Air,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.02.006
12461,Bangunan Pengambilan Dari Sumur Artetis,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.02.007
12462,Bangunan Pengambilan Air Bersih Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.02.008
12463,BANGUNAN PEMBAWA AIR BERSIH/AIR BAKU,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.03.000
12464,Saluran Pembawa Air Baku Terbuka,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.03.001
12465,Saluran Pembawa Air Baku Tertutup,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.03.002
12466,Bangunan Pembawa Air Bersih Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.03.003
12467,BANGUNAN PEMBUANG AIR BERSIH/AIR BAKU,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.04.000
12468,Saluran Pembuang Air Cucian Air Baku,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.04.001
12469,Saluran Pembuang Air Cucian Instalasi,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.04.002
12470,Bangunan Pembuang Air Bersih Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.04.003
12471,BANGUNAN PELENGKAP AIR BERSIH/AIR BAKU,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.05.000
12472,Bangunan Talang (Bangunan Pelengkap Air Bersih/air Baku),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.05.001
12473,Bangunan Syphon (Bangunan Pelengkap Air Bersih/air Baku),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.05.002
12474,Bangunan Gorong-Gorong (Bangunan Pelengkap Air Bersih/air Baku),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.05.003
12475,Bangunan Jembatan (Bangunan Pelengkap Air Bersih/air Baku),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.05.004
12476,Bangunan Penampung Air Baku,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.05.005
12477,Bangunan Hidran Umum,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.05.006
12478,Bangunan Mandi Cuci Kakus (MCK),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.05.007
12479,Bangunan Menara/Bak Penampung/Reservoir Air Minum,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.05.008
12480,Bangunan Buster Pump,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.05.009
12481,Bangunan Pelengkap Air Bersih/Air Baku Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.05.010
12482,BANGUNAN AIR BERSIH/AIR BAKU LAINNYA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.06.000
12483,Bangunan Air Bersih/Air Baku Lainnya,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.06.001
12484,Bangunan Air Bersih/Air Baku Lainnya,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.06.06.002
12485,BANGUNAN AIR KOTOR,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.00.000
12486,BANGUNAN PEMBAWA AIR KOTOR,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.01.000
12487,Saluran Pengumpul Air Hujan,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.01.001
12488,Saluran Pengumpul Air Buangan Domestik,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.01.002
12489,Saluran Pengumpul Air Buangan Industri,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.01.003
12490,Saluran Pengumpul Air Buangan Pertanian,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.01.004
12491,Bangunan Pembawa Air KOtor Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.01.005
12492,BANGUNAN WADUK AIR KOTOR,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.02.000
12493,Waduk Air Hujan,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.02.001
12494,Waduk Air Buangan Domestik,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.02.002
12495,Waduk Air Buangan Industri,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.02.003
12496,Waduk Air Buangan Pertanian,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.02.004
12497,Bangunan Waduk Air Kotor Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.02.005
12498,BANGUNAN PEMBUANG AIR KOTOR,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.03.000
12499,Saluran Pembuang Air Buangan Air Hujan,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.03.001
12500,Saluran Pembuang Air Buangan Domestik,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.03.002
12501,Saluran Pembuang Air Buangan Air Industri,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.03.003
12502,Saluran Pembuang Air Buangan Air Pertanian,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.03.004
12503,Bangunan Pembuang Air Kotor Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.03.005
12504,BANGUNAN PENGAMAN AIR KOTOR,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.04.000
12505,Bangunan Pompa Air Hujan,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.04.001
12506,Bangunan Pompa Air Buangan Domestik,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.04.002
12507,Bangunan Pompa Air Buangan Industri,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.04.003
12508,Bangunan Pompa Air Buangan Pertanian,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.04.004
12509,Bangunan Pengamanan Air Kotor Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.04.005
12510,BANGUNAN PELENGKAP AIR KOTOR,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.05.000
12511,Bangunan Talang (Bangunan Pelengkap Air Kotor),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.05.001
12512,Bangunan Syphon (Bangunan Pelengkap Air Kotor),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.05.002
12513,Bangunan Gorong-Gorong (Bangunan Pelengkap Air Kotor),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.05.003
12514,Bangunan Jembatan (Bangunan Pelengkap Air Kotor),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.05.004
12515,Bangunan Bak Kontrol/Man Hole,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.05.005
12516,Saluran Air Kotor Sambungan Dari Rumah,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.05.006
12517,Bangunan (Box) Culvert,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.05.007
12518,Multiple Pipa Arches,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.05.008
12519,Bangunan Plat Deker,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.05.009
12520,Bangunan Pelengkap Air Kotor Lain-lain (dst),"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.05.010
12521,BANGUNAN AIR KOTOR LAINNYA,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.06.000
12522,Bangunan air kotor lainnya,"JALAN, JARINGAN DAN IRIGASI",1.3.4.02.07.06.001
12523,INSTALASI,"JALAN, JARINGAN DAN IRIGASI",1.3.4.03.00.00.000
12524,INSTALASI AIR BERSIH / AIR BAKU,"JALAN, JARINGAN DAN IRIGASI",1.3.4.03.01.00.000
12525,INSTALASI AIR PERMUKAAN,"JALAN, JARINGAN DAN IRIGASI",1.3.4.03.01.01.000
12526,Instalasi Air Permukaan Kapasitas Kecil,"JALAN, JARINGAN DAN IRIGASI",1.3.4.03.01.01.001
12527,Instalasi Air Permukaan Kapasitas Sedang,"JALAN, JARINGAN DAN IRIGASI",1.3.4.03.01.01.002
12528,Instalasi Air Permukaan Kapasitas Besar,"JALAN, JARINGAN DAN IRIGASI",1.3.4.03.01.01.003
12529,Air Muka Tanah Lain-lain,"JALAN, JARINGAN DAN IRIGASI",1.3.4.03.01.01.004
